order_id,customer_email,amount,currency,shipping_date,status
E20429,emma.458@example.com,258.56,INR,2025-06-02,Processing
E20430,mateo.585@example.com,109.89,INR,2025-04-22,Processing
E20431,diya.117@example.com,840.94,USD,2025-03-20,Delivered
E20432,vivaan.156@example.com,308.88,Usd,2025-05-07,Processing
E20433,rohan.361@example.com,,INR,,Delivered
E20434,kabir.145@example.com,501.02,INR,2025-04-15,Processing
E20435,sophia.294@example.com,217.69,USD,2025-06-02,Delivered
E20436,emma.951@example.com,563.52,USD,2025-06-13,Processing
E20437,liam.350@example.com,444.55,Usd,2025-04-14,Processing
E20438,meera.245@example.com,351.72,usd,2025-07-29,Cancelled
E20439,aarav.481@example.com,231.6,usd,2025-05-22,Shipped
E20440,diya.73@example.com,817.14,Usd,2025-07-14,Cancelled
E20441,meera.307@example.com,689.38,Usd,2025-03-31,Processing
E20442,priya.194@example.com,769.39,USD,2025-06-27,Processing
E20443,emma.123@example.com,238.68,USD,2025-07-14,Shipped
E20444,noah.544@example.com,434.7,Usd,2025-04-15,Shipped
E20445,sophia.782@example.com,308.95,EUR,2025-07-21,Shipped
E20446,vivaan.863@example.com,,usd,,Delivered
E20447,mateo.134@example.com,455.34,usd,2025-05-04,Cancelled
E20448,kabir.141@example.com,814.16,usd,2025-09-07,Cancelled
E20449,rohan.853@example.com,577.76,EUR,2025-04-13,Processing
E20450,vivaan.87@example.com,671.58,USD,2025-05-08,Cancelled
E20451,diya.822@example.com,386.07,Usd,2025-06-08,Delivered
E20452,ananya.501@example.com,,Usd,,Cancelled
E20453,kabir.749@example.com,676.21,INR,,Delivered
E20454,ananya.59@example.com,720.09,USD,2025-07-11,Cancelled
E20455,ananya.244@example.com,860.4,USD,,Processing
E20456,aarav.721@example.com,385.14,INR,2025-06-21,Delivered
E20457,emma.150@example.com,525.27,USD,,Shipped
E20458,emma.657@example.com,6.99,usd,2025-03-21,Cancelled
E20459,noah.89@example.com,6.47,INR,2025-09-11,Delivered
E20460,diya.28@example.com,819.78,EUR,2025-04-12,Cancelled
E20461,kabir.321@example.com,865.92,usd,2025-03-29,Shipped
E20462,liam.116@example.com,500.99,USD,2025-05-07,Processing
E20463,vivaan.364@example.com,337.87,EUR,2025-08-06,Cancelled
E20464,emma.746@example.com,345.75,Usd,,Cancelled
E20465,james.405@example.com,788.21,usd,2025-03-09,Delivered
E20466,rohan.362@example.com,65.37,USD,2025-05-11,Processing
E20467,sara.384@example.com,235.36,USD,2025-08-12,Cancelled
E20468,diya.608@example.com,758.76,usd,2025-05-03,Cancelled
E20469,ananya.792@example.com,647.97,INR,2025-07-27,Processing
E20470,noah.886@example.com,469.34,INR,2025-09-06,Processing
E20471,noah.923@example.com,877.88,EUR,2025-08-26,Cancelled
E20472,sophia.664@example.com,,EUR,,Shipped
E20473,noah.203@example.com,210.51,INR,2025-05-20,Cancelled
E20474,sara.151@example.com,519.43,Usd,2025-08-12,Shipped
E20475,ishaan.148@example.com,402.0,USD,2025-06-29,Processing
E20476,kabir.702@example.com,565.03,USD,2025-06-03,Shipped
E20477,james.758@example.com,248.97,Usd,2025-03-27,Processing
E20478,emma.595@example.com,695.83,usd,2025-07-24,Delivered
E20479,sophia.479@example.com,310.2,EUR,2025-09-06,Delivered
E20480,karan.763@example.com,480.01,Usd,2025-08-09,Cancelled
E20481,diya.27@example.com,571.29,EUR,2025-06-17,Delivered
E20482,olivia.113@example.com,380.13,INR,2025-05-18,Cancelled
E20483,priya.857@example.com,20.3,EUR,2025-05-23,Delivered
E20484,karan.268@example.com,82.93,USD,2025-07-07,Processing
E20485,neha.174@example.com,353.53,usd,2025-06-06,Processing
E20486,rohan.776@example.com,260.71,USD,,Delivered
E20487,sara.921@example.com,769.87,INR,2025-07-28,Processing
E20488,aarav.8@example.com,454.03,Usd,2025-08-10,Shipped
E20489,arjun.948@example.com,367.73,usd,2025-05-26,Shipped
E20490,vivaan.329@example.com,578.61,EUR,2025-09-14,Cancelled
E20491,vivaan.254@example.com,658.26,Usd,2025-05-24,Delivered
E20492,diya.667@example.com,651.85,EUR,2025-08-22,Processing
E20493,kabir.34@example.com,697.79,EUR,2025-04-27,Cancelled
E20494,sara.315@example.com,506.32,INR,,Shipped
E20495,meera.390@example.com,73.06,usd,2025-05-24,Processing
E20496,ananya.393@example.com,,Usd,,Delivered
E20497,ananya.892@example.com,595.41,INR,2025-09-14,Shipped
E20498,arjun.617@example.com,767.47,Usd,2025-09-09,Shipped
E20499,liam.110@example.com,250.01,EUR,2025-05-23,Shipped
E20500,noah.519@example.com,708.95,EUR,2025-07-06,Processing
E20501,ananya.694@example.com,786.72,Usd,2025-08-05,Delivered
E20502,neha.97@example.com,,usd,,Processing
E20503,karan.431@example.com,39.05,USD,2025-03-16,Processing
E20504,sara.921@example.com,85.26,Usd,2025-08-30,Delivered
E20505,ishaan.350@example.com,258.17,EUR,2025-07-23,Processing
E20506,emma.719@example.com,800.6,usd,2025-08-25,Processing
E20507,ananya.995@example.com,,usd,,Cancelled
E20508,mateo.379@example.com,636.36,INR,2025-04-11,Processing
E20509,diya.500@example.com,67.94,usd,2025-09-02,Cancelled
E20510,james.519@example.com,154.98,INR,2025-03-16,Processing
E20511,vivaan.364@example.com,25.07,usd,2025-04-22,Processing
E20512,ananya.53@example.com,73.23,Usd,2025-08-01,Cancelled
E20513,priya.310@example.com,448.94,EUR,2025-04-06,Shipped
E20514,kabir.978@example.com,347.25,INR,2025-08-02,Shipped
E20515,ananya.314@example.com,200.57,Usd,2025-03-11,Processing
E20516,ananya.331@example.com,642.15,Usd,2025-03-17,Cancelled
E20517,vivaan.918@example.com,724.98,EUR,2025-03-13,Shipped
E20518,mateo.844@example.com,886.95,usd,2025-03-16,Processing
E20519,ishaan.572@example.com,256.83,Usd,2025-08-14,Processing
E20520,neha.951@example.com,380.58,EUR,2025-03-14,Shipped
E20521,olivia.733@example.com,19.22,Usd,2025-04-20,Delivered
E20522,karan.703@example.com,426.75,Usd,2025-07-17,Delivered
E20523,karan.568@example.com,146.72,USD,2025-03-09,Shipped
E20524,ishaan.170@example.com,439.54,EUR,2025-07-06,Cancelled
E20525,diya.849@example.com,412.15,EUR,2025-05-27,Cancelled
E20526,ananya.892@example.com,283.48,INR,2025-05-16,Processing
E20527,olivia.113@example.com,797.63,usd,2025-05-04,Delivered
E20528,ananya.360@example.com,301.09,INR,,Processing
E20529,liam.245@example.com,666.48,USD,2025-03-28,Delivered
E20530,mateo.384@example.com,346.73,usd,2025-07-25,Processing
E20531,ananya.104@example.com,188.85,USD,2025-07-16,Shipped
E20532,james.865@example.com,623.58,usd,2025-08-15,Delivered
E20533,vivaan.87@example.com,331.87,USD,2025-05-19,Processing
E20534,meera.205@example.com,673.31,USD,2025-06-27,Delivered
E20535,priya.975@example.com,341.98,USD,2025-06-19,Shipped
E20536,sophia.260@example.com,17.71,EUR,2025-05-12,Delivered
E20537,liam.212@example.com,570.86,USD,,Processing
E20538,rohan.582@example.com,734.4,EUR,2025-06-20,Shipped
E20539,rohan.195@example.com,839.63,EUR,2025-05-13,Shipped
E20540,sophia.488@example.com,889.93,usd,2025-06-25,Cancelled
E20541,neha.951@example.com,53.81,Usd,2025-05-12,Delivered
E20542,olivia.745@example.com,512.27,EUR,2025-04-13,Processing
E20543,aarav.680@example.com,601.69,usd,2025-04-28,Processing
E20544,noah.489@example.com,559.9,EUR,2025-06-27,Delivered
E20545,noah.359@example.com,339.94,usd,2025-07-16,Processing
E20546,vivaan.460@example.com,887.8,Usd,2025-08-02,Delivered
E20547,karan.625@example.com,604.56,Usd,2025-05-16,Processing
E20548,ananya.892@example.com,348.76,INR,2025-08-07,Delivered
E20549,vivaan.282@example.com,637.65,Usd,2025-05-10,Processing
E20550,ananya.769@example.com,592.85,INR,2025-05-16,Cancelled
E20551,liam.671@example.com,691.87,usd,2025-04-30,Delivered
E20552,meera.843@example.com,235.76,INR,2025-04-13,Processing
E20553,noah.295@example.com,880.57,Usd,2025-06-05,Cancelled
E20554,ananya.20@example.com,332.1,INR,2025-07-05,Delivered
E20555,ananya.995@example.com,454.39,EUR,2025-09-12,Cancelled
E20556,sara.957@example.com,620.31,USD,2025-04-01,Processing
E20557,mateo.379@example.com,409.03,USD,2025-09-08,Shipped
E20558,ananya.542@example.com,443.63,INR,2025-03-12,Shipped
E20559,aarav.745@example.com,629.42,USD,2025-08-24,Processing
E20560,sophia.750@example.com,73.66,EUR,2025-08-30,Delivered
E20561,arjun.806@example.com,448.28,INR,2025-08-27,Cancelled
E20562,vivaan.180@example.com,607.26,USD,2025-06-14,Delivered
E20563,noah.713@example.com,598.94,USD,2025-09-08,Cancelled
E20564,aarav.741@example.com,558.18,USD,2025-06-07,Processing
E20565,emma.150@example.com,435.88,usd,2025-07-03,Processing
E20566,priya.260@example.com,584.6,Usd,2025-08-30,Shipped
E20567,mateo.11@example.com,685.45,EUR,2025-07-04,Processing
E20568,arjun.233@example.com,863.73,USD,2025-06-17,Cancelled
E20569,meera.668@example.com,842.31,USD,2025-05-28,Processing
E20570,sara.87@example.com,423.95,INR,2025-06-02,Cancelled
E20571,olivia.733@example.com,377.68,EUR,2025-06-15,Processing
E20572,rohan.207@example.com,511.28,EUR,2025-09-08,Shipped
E20573,james.813@example.com,229.54,USD,2025-05-27,Processing
E20574,karan.81@example.com,111.88,EUR,2025-03-30,Delivered
E20575,liam.985@example.com,190.31,INR,2025-06-15,Shipped
E20576,diya.28@example.com,122.87,INR,2025-03-20,Shipped
E20577,priya.39@example.com,358.46,EUR,,Shipped
E20578,liam.992@example.com,854.17,EUR,2025-07-24,Cancelled
E20579,arjun.492@example.com,803.32,Usd,2025-09-11,Cancelled
E20580,meera.327@example.com,440.05,INR,2025-07-13,Cancelled
E20581,arjun.629@example.com,679.53,Usd,2025-08-08,Cancelled
E20582,mateo.673@example.com,182.39,Usd,2025-06-17,Shipped
E20583,vivaan.148@example.com,316.02,EUR,2025-08-08,Delivered
E20584,vivaan.863@example.com,639.22,EUR,2025-07-25,Shipped
E20585,aarav.779@example.com,686.92,Usd,2025-09-04,Delivered
E20586,sophia.260@example.com,229.14,usd,2025-03-02,Delivered
E20587,priya.95@example.com,437.0,EUR,2025-07-29,Delivered
E20588,sophia.208@example.com,441.63,usd,2025-03-28,Delivered
E20589,arjun.629@example.com,,EUR,,Cancelled
E20590,kabir.312@example.com,588.17,Usd,2025-06-01,Processing
E20591,diya.995@example.com,732.01,USD,2025-06-16,Shipped
E20592,aarav.481@example.com,177.42,EUR,2025-04-18,Processing
E20593,diya.500@example.com,426.05,INR,2025-07-04,Cancelled
E20594,priya.39@example.com,355.48,INR,2025-04-12,Processing
E20595,sophia.593@example.com,6.67,INR,2025-03-03,Delivered
E20596,priya.461@example.com,770.35,usd,2025-06-29,Shipped
E20597,emma.965@example.com,200.11,usd,2025-05-18,Shipped
E20598,aarav.302@example.com,,EUR,,Processing
E20599,vivaan.114@example.com,616.74,usd,2025-05-27,Cancelled
E20600,karan.718@example.com,,Usd,,Shipped
E20601,diya.822@example.com,868.98,Usd,2025-03-01,Cancelled
E20602,sara.98@example.com,634.69,Usd,2025-05-24,Cancelled
E20603,noah.620@example.com,596.88,Usd,2025-05-25,Shipped
E20604,liam.899@example.com,871.16,USD,2025-08-29,Delivered
E20605,james.423@example.com,592.0,usd,2025-07-07,Delivered
E20606,mateo.310@example.com,438.56,Usd,2025-03-08,Shipped
E20607,vivaan.727@example.com,355.22,EUR,2025-06-09,Shipped
E20608,emma.5@example.com,587.58,Usd,2025-05-17,Cancelled
E20609,liam.436@example.com,458.87,usd,2025-04-10,Cancelled
E20610,mateo.162@example.com,525.45,INR,2025-05-26,Delivered
E20611,karan.4@example.com,184.94,EUR,2025-08-04,Delivered
E20612,emma.137@example.com,159.86,Usd,2025-05-11,Delivered
E20613,vivaan.363@example.com,444.06,usd,2025-05-28,Shipped
E20614,sophia.750@example.com,669.33,usd,,Processing
E20615,mateo.673@example.com,311.94,EUR,2025-08-24,Processing
E20616,ishaan.1@example.com,409.21,USD,2025-07-28,Processing
E20617,arjun.23@example.com,732.9,usd,2025-03-14,Processing
E20618,vivaan.739@example.com,453.69,Usd,2025-03-16,Cancelled
E20619,mateo.980@example.com,117.59,EUR,2025-05-24,Shipped
E20620,sophia.707@example.com,765.05,Usd,2025-05-14,Delivered
E20621,rohan.297@example.com,323.21,Usd,2025-07-08,Shipped
E20622,noah.489@example.com,454.99,usd,2025-03-02,Delivered
E20623,vivaan.634@example.com,113.12,Usd,2025-06-28,Cancelled
E20624,diya.368@example.com,375.22,Usd,2025-03-23,Shipped
E20625,neha.949@example.com,654.66,EUR,2025-05-30,Cancelled
E20626,ananya.758@example.com,756.03,usd,2025-07-09,Shipped
E20627,priya.95@example.com,634.31,EUR,2025-03-28,Processing
E20628,priya.913@example.com,245.66,Usd,2025-08-18,Delivered
E20629,rohan.884@example.com,508.64,Usd,2025-05-07,Processing
E20630,aarav.602@example.com,605.46,INR,2025-09-06,Processing
E20631,meera.595@example.com,434.83,EUR,2025-06-10,Delivered
E20632,rohan.612@example.com,793.86,Usd,2025-07-16,Cancelled
E20633,aarav.410@example.com,564.67,USD,2025-09-15,Delivered
E20634,ananya.892@example.com,805.84,USD,2025-08-26,Processing
E20635,olivia.468@example.com,315.28,EUR,2025-09-07,Cancelled
E20636,sophia.452@example.com,172.82,usd,2025-07-23,Processing
E20637,mateo.849@example.com,534.08,usd,2025-06-07,Delivered
E20638,vivaan.3@example.com,523.36,INR,,Shipped
E20639,vivaan.727@example.com,416.41,EUR,,Delivered
E20640,ishaan.796@example.com,698.63,usd,2025-06-13,Delivered
E20641,diya.45@example.com,480.29,Usd,2025-03-11,Cancelled
E20642,sara.384@example.com,5.64,usd,2025-03-08,Shipped
E20643,priya.864@example.com,642.2,Usd,2025-07-19,Delivered
E20644,mateo.980@example.com,146.36,Usd,,Cancelled
E20645,emma.235@example.com,767.92,EUR,2025-04-26,Cancelled
E20646,kabir.758@example.com,850.11,usd,2025-08-13,Cancelled
E20647,diya.608@example.com,,INR,,Shipped
E20648,mateo.379@example.com,328.63,EUR,2025-03-01,Cancelled
E20649,sara.115@example.com,95.07,USD,2025-05-28,Cancelled
E20650,neha.862@example.com,772.12,EUR,2025-05-13,Shipped
E20651,emma.580@example.com,370.19,EUR,2025-03-09,Processing
E20652,vivaan.863@example.com,355.03,EUR,2025-04-21,Shipped
E20653,meera.589@example.com,356.26,Usd,2025-03-02,Processing
E20654,meera.216@example.com,889.02,Usd,2025-08-15,Cancelled
E20655,ishaan.43@example.com,870.39,USD,2025-09-10,Processing
E20656,mateo.486@example.com,871.46,EUR,2025-07-15,Delivered
E20657,vivaan.148@example.com,765.6,INR,2025-04-24,Delivered
E20658,sara.384@example.com,871.01,usd,2025-06-17,Cancelled
E20659,vivaan.114@example.com,288.03,EUR,2025-09-16,Delivered
E20660,mateo.47@example.com,34.24,INR,2025-07-11,Delivered
E20661,rohan.582@example.com,17.65,USD,2025-09-16,Processing
E20662,diya.851@example.com,114.32,INR,2025-08-03,Cancelled
E20663,meera.929@example.com,661.32,USD,2025-03-07,Delivered
E20664,meera.327@example.com,606.01,USD,2025-06-24,Shipped
E20665,emma.792@example.com,458.29,INR,2025-05-05,Cancelled
E20666,liam.182@example.com,826.32,usd,2025-08-09,Processing
E20667,arjun.820@example.com,449.05,usd,2025-06-11,Shipped
E20668,ananya.841@example.com,574.42,USD,2025-07-20,Processing
E20669,liam.101@example.com,193.55,Usd,2025-07-14,Processing
E20670,sophia.699@example.com,343.28,USD,2025-07-13,Shipped
E20671,priya.975@example.com,102.74,USD,2025-05-29,Processing
E20672,mateo.11@example.com,839.6,Usd,2025-08-11,Processing
E20673,karan.434@example.com,714.69,usd,2025-05-31,Delivered
E20674,arjun.34@example.com,82.49,Usd,2025-08-15,Delivered
E20675,meera.140@example.com,681.35,Usd,2025-05-16,Delivered
E20676,ishaan.691@example.com,267.96,Usd,2025-05-12,Delivered
E20677,kabir.955@example.com,285.59,EUR,,Delivered
E20678,neha.913@example.com,616.5,usd,2025-05-03,Cancelled
E20679,vivaan.940@example.com,379.77,EUR,2025-06-08,Cancelled
E20680,kabir.455@example.com,894.4,EUR,2025-04-12,Processing
E20681,arjun.94@example.com,805.35,INR,2025-03-05,Shipped
E20682,sophia.529@example.com,552.65,EUR,2025-07-19,Shipped
E20683,vivaan.21@example.com,417.72,INR,2025-08-19,Shipped
E20684,olivia.127@example.com,477.6,Usd,2025-04-20,Cancelled
E20685,arjun.427@example.com,149.17,Usd,,Shipped
E20686,kabir.430@example.com,563.02,EUR,2025-08-28,Delivered
E20687,aarav.779@example.com,349.42,EUR,2025-05-02,Shipped
E20688,emma.595@example.com,427.37,INR,2025-05-19,Delivered
E20689,sophia.771@example.com,296.51,usd,2025-04-27,Delivered
E20690,rohan.18@example.com,732.37,Usd,2025-06-15,Delivered
E20691,arjun.550@example.com,396.75,EUR,,Cancelled
E20692,meera.64@example.com,68.97,usd,2025-08-28,Shipped
E20693,emma.746@example.com,34.87,usd,2025-03-16,Shipped
E20694,vivaan.460@example.com,873.26,EUR,2025-05-21,Cancelled
E20695,karan.590@example.com,34.98,Usd,2025-08-07,Shipped
E20696,james.901@example.com,613.22,USD,2025-04-23,Cancelled
E20697,diya.822@example.com,343.37,EUR,2025-07-14,Cancelled
E20698,sophia.208@example.com,537.2,usd,2025-05-08,Cancelled
E20699,aarav.548@example.com,836.29,EUR,2025-05-22,Processing
E20700,olivia.120@example.com,793.0,USD,2025-04-18,Cancelled
E20701,liam.864@example.com,520.69,EUR,2025-07-01,Processing
E20702,kabir.986@example.com,,INR,,Shipped
E20703,emma.8@example.com,323.98,usd,2025-05-30,Cancelled
E20704,priya.779@example.com,273.9,INR,2025-08-21,Shipped
E20705,ananya.71@example.com,129.85,EUR,2025-08-15,Delivered
E20706,ananya.892@example.com,105.69,Usd,2025-06-02,Delivered
E20707,noah.798@example.com,833.32,USD,2025-05-20,Cancelled
E20708,neha.305@example.com,804.37,usd,2025-07-18,Processing
E20709,rohan.374@example.com,291.19,EUR,,Cancelled
E20710,arjun.323@example.com,893.9,INR,2025-03-16,Cancelled
E20711,olivia.120@example.com,779.76,Usd,2025-03-03,Shipped
E20712,kabir.152@example.com,663.03,USD,2025-07-28,Shipped
E20713,olivia.149@example.com,393.36,USD,,Cancelled
E20714,liam.212@example.com,460.69,EUR,2025-03-14,Shipped
E20715,olivia.752@example.com,272.78,INR,2025-06-05,Shipped
E20716,james.996@example.com,220.74,usd,2025-09-16,Shipped
E20717,priya.269@example.com,274.08,INR,2025-04-05,Processing
E20718,meera.929@example.com,292.32,USD,,Delivered
E20719,kabir.686@example.com,777.9,INR,2025-09-01,Cancelled
E20720,vivaan.460@example.com,845.02,usd,2025-06-12,Shipped
E20721,meera.716@example.com,491.8,usd,,Processing
E20722,olivia.733@example.com,666.39,usd,2025-06-27,Delivered
E20723,ananya.892@example.com,103.54,Usd,2025-09-08,Cancelled
E20724,noah.738@example.com,148.83,Usd,2025-08-09,Cancelled
E20725,meera.327@example.com,842.29,INR,2025-07-02,Cancelled
E20726,olivia.434@example.com,725.86,usd,2025-08-09,Cancelled
E20727,kabir.919@example.com,192.16,Usd,2025-05-28,Processing
E20728,arjun.663@example.com,506.44,EUR,2025-09-09,Shipped
E20729,ananya.758@example.com,476.32,Usd,2025-04-18,Delivered
E20730,meera.725@example.com,143.74,Usd,2025-05-11,Delivered
E20731,liam.245@example.com,715.8,usd,2025-08-27,Shipped
E20732,noah.620@example.com,461.83,USD,2025-09-12,Cancelled
E20733,arjun.882@example.com,316.92,Usd,2025-05-04,Delivered
E20734,ishaan.557@example.com,327.68,INR,,Processing
E20735,priya.43@example.com,759.76,Usd,2025-04-12,Processing
E20736,ananya.20@example.com,808.3,usd,2025-03-22,Processing
E20737,priya.825@example.com,8.22,usd,2025-05-28,Cancelled
E20738,vivaan.363@example.com,30.05,usd,2025-07-08,Shipped
E20739,neha.820@example.com,429.98,INR,2025-08-18,Processing
E20740,liam.628@example.com,13.12,EUR,2025-07-27,Cancelled
E20741,ananya.518@example.com,401.51,EUR,2025-07-07,Cancelled
E20742,liam.971@example.com,129.66,usd,2025-04-07,Processing
E20743,liam.116@example.com,474.44,usd,2025-07-17,Cancelled
E20744,vivaan.904@example.com,285.79,INR,,Shipped
E20745,karan.997@example.com,397.24,USD,2025-08-23,Shipped
E20746,kabir.903@example.com,23.15,usd,2025-06-01,Cancelled
E20747,ishaan.461@example.com,471.0,INR,2025-06-10,Cancelled
E20748,ishaan.998@example.com,196.05,usd,2025-03-20,Cancelled
E20749,mateo.844@example.com,223.46,Usd,2025-05-15,Cancelled
E20750,noah.877@example.com,97.3,usd,2025-09-07,Cancelled
E20751,sara.194@example.com,465.16,USD,2025-04-30,Shipped
E20752,emma.681@example.com,802.04,INR,2025-08-03,Delivered
E20753,sophia.452@example.com,743.71,INR,2025-09-17,Cancelled
E20754,liam.864@example.com,516.01,USD,2025-06-19,Shipped
E20755,rohan.382@example.com,768.64,usd,2025-08-22,Delivered
E20756,karan.957@example.com,848.79,USD,2025-08-30,Delivered
E20757,james.813@example.com,373.78,EUR,2025-06-19,Shipped
E20758,karan.259@example.com,874.13,Usd,2025-05-10,Processing
E20759,emma.217@example.com,278.89,INR,2025-09-09,Delivered
E20760,vivaan.21@example.com,573.92,EUR,2025-08-05,Cancelled
E20761,sara.194@example.com,150.74,Usd,2025-05-30,Delivered
E20762,vivaan.254@example.com,754.59,USD,2025-07-09,Processing
E20763,vivaan.995@example.com,387.16,USD,2025-06-06,Cancelled
E20764,james.519@example.com,44.16,USD,2025-04-16,Cancelled
E20765,neha.613@example.com,270.09,Usd,2025-03-05,Delivered
E20766,emma.607@example.com,239.35,INR,2025-04-21,Delivered
E20767,priya.779@example.com,344.86,usd,2025-05-19,Processing
E20768,neha.208@example.com,868.14,EUR,2025-06-08,Cancelled
E20769,sophia.355@example.com,492.19,INR,2025-06-29,Shipped
E20770,olivia.739@example.com,818.71,EUR,2025-05-29,Delivered
E20771,ishaan.461@example.com,820.5,INR,2025-04-09,Shipped
E20772,kabir.34@example.com,474.72,usd,2025-05-28,Processing
E20773,sara.87@example.com,232.55,USD,2025-06-26,Delivered
E20774,ananya.792@example.com,579.8,USD,2025-08-23,Cancelled
E20775,mateo.849@example.com,158.53,Usd,2025-06-04,Delivered
E20776,priya.873@example.com,223.28,USD,2025-05-28,Delivered
E20777,diya.197@example.com,393.18,USD,2025-05-04,Processing
E20778,olivia.46@example.com,837.43,usd,2025-09-15,Delivered
E20779,ishaan.909@example.com,688.74,INR,2025-06-25,Processing
E20780,diya.943@example.com,233.64,USD,2025-04-13,Shipped
E20781,ishaan.413@example.com,679.6,Usd,2025-04-15,Shipped
E20782,sophia.371@example.com,739.52,usd,2025-07-08,Delivered
E20783,diya.943@example.com,708.59,usd,2025-03-13,Processing
E20784,noah.620@example.com,104.04,EUR,2025-06-09,Delivered
E20785,noah.790@example.com,875.11,usd,2025-06-15,Cancelled
E20786,olivia.479@example.com,304.08,USD,2025-05-23,Delivered
E20787,sara.76@example.com,664.32,usd,2025-05-11,Delivered
E20788,arjun.802@example.com,799.22,INR,2025-05-01,Delivered
E20789,emma.512@example.com,737.41,usd,2025-06-02,Delivered
E20790,meera.622@example.com,681.32,EUR,2025-05-04,Cancelled
E20791,sara.194@example.com,710.55,usd,2025-07-22,Shipped
E20792,james.405@example.com,864.45,INR,2025-03-13,Shipped
E20793,noah.469@example.com,579.91,INR,2025-05-05,Shipped
E20794,sophia.722@example.com,527.71,INR,2025-04-09,Processing
E20795,ananya.223@example.com,474.47,usd,2025-04-27,Delivered
E20796,sara.506@example.com,372.74,INR,2025-03-25,Processing
E20797,diya.825@example.com,373.26,usd,2025-04-02,Delivered
E20798,sophia.452@example.com,290.79,USD,2025-05-25,Delivered
E20799,arjun.828@example.com,747.74,Usd,2025-07-05,Delivered
E20800,ishaan.904@example.com,528.17,INR,2025-03-31,Shipped
E20801,diya.108@example.com,422.63,usd,2025-03-27,Delivered
E20802,emma.99@example.com,51.53,INR,2025-05-13,Processing
E20803,emma.719@example.com,517.29,usd,2025-07-24,Delivered
E20804,sara.457@example.com,69.19,USD,2025-07-03,Processing
E20805,rohan.345@example.com,13.85,usd,2025-08-29,Processing
E20806,diya.943@example.com,358.06,Usd,2025-08-24,Processing
E20807,kabir.77@example.com,359.53,EUR,2025-09-10,Shipped
E20808,mateo.192@example.com,267.93,INR,2025-08-01,Cancelled
E20809,vivaan.816@example.com,342.45,USD,2025-06-22,Shipped
E20810,liam.985@example.com,,USD,,Processing
E20811,emma.719@example.com,240.67,usd,2025-03-02,Delivered
E20812,kabir.353@example.com,6.41,EUR,,Shipped
E20813,ishaan.557@example.com,577.27,INR,2025-04-03,Processing
E20814,emma.595@example.com,278.99,Usd,2025-05-03,Processing
E20815,vivaan.3@example.com,364.93,usd,2025-06-10,Processing
E20816,liam.973@example.com,876.97,INR,,Cancelled
E20817,liam.409@example.com,506.77,Usd,2025-03-14,Shipped
E20818,sophia.750@example.com,,EUR,,Cancelled
E20819,emma.719@example.com,473.3,EUR,2025-05-20,Shipped
E20820,ananya.627@example.com,751.63,Usd,2025-03-18,Shipped
E20821,sophia.549@example.com,223.47,EUR,2025-05-08,Shipped
E20822,diya.201@example.com,747.82,Usd,,Shipped
E20823,neha.636@example.com,192.23,Usd,2025-09-12,Processing
E20824,olivia.555@example.com,541.48,usd,2025-09-06,Cancelled
E20825,noah.877@example.com,472.12,Usd,2025-05-28,Shipped
E20826,kabir.955@example.com,542.08,Usd,2025-06-28,Shipped
E20827,diya.117@example.com,635.81,USD,2025-03-24,Delivered
E20828,rohan.382@example.com,559.36,Usd,2025-07-04,Processing
E20829,olivia.711@example.com,880.56,INR,2025-09-03,Cancelled
E20830,arjun.473@example.com,606.41,EUR,2025-06-27,Delivered
E20831,sara.222@example.com,685.96,Usd,2025-03-11,Cancelled
E20832,meera.595@example.com,482.94,Usd,2025-05-19,Processing
E20833,noah.638@example.com,879.11,INR,2025-07-26,Cancelled
E20834,arjun.116@example.com,213.55,EUR,2025-03-25,Delivered
E20835,arjun.413@example.com,184.51,INR,2025-03-06,Processing
E20836,emma.719@example.com,189.01,EUR,2025-07-17,Delivered
E20837,liam.347@example.com,469.41,USD,2025-05-15,Delivered
E20838,diya.45@example.com,608.61,INR,,Processing
E20839,neha.931@example.com,33.37,usd,2025-03-27,Cancelled
E20840,diya.920@example.com,411.26,USD,2025-08-21,Cancelled
E20841,karan.608@example.com,531.43,EUR,2025-05-21,Cancelled
E20842,kabir.955@example.com,212.28,usd,2025-05-18,Delivered
E20843,sara.922@example.com,33.68,Usd,2025-05-24,Cancelled
E20844,diya.825@example.com,825.89,EUR,2025-06-24,Delivered
E20845,karan.245@example.com,349.61,EUR,2025-08-25,Shipped
E20846,meera.608@example.com,749.56,Usd,2025-04-06,Delivered
E20847,olivia.479@example.com,765.3,Usd,2025-08-07,Processing
E20848,mateo.760@example.com,152.32,Usd,2025-08-20,Delivered
E20849,noah.775@example.com,791.87,USD,2025-08-11,Processing
E20850,vivaan.312@example.com,648.54,INR,2025-08-21,Processing
E20851,olivia.460@example.com,178.0,usd,2025-03-16,Processing
E20852,neha.931@example.com,412.88,EUR,2025-04-22,Delivered
E20853,kabir.77@example.com,292.17,Usd,2025-06-12,Cancelled
E20854,rohan.42@example.com,446.28,USD,2025-06-20,Processing
E20855,noah.619@example.com,494.96,USD,2025-05-09,Processing
E20856,james.358@example.com,9.28,INR,2025-03-10,Cancelled
E20857,arjun.315@example.com,372.22,usd,2025-05-01,Delivered
E20858,liam.347@example.com,655.29,INR,2025-09-15,Delivered
E20859,karan.884@example.com,693.01,Usd,2025-07-03,Shipped
