account_id,customer_name,iban,balance,age,account_type,opened_date,branch
ACC5295,Noah Das,GB85996486287203195419,45160.34,66,CHECKING,2018-05-11,Delhi
ACC5296,Aarav Gupta,GB03627924632037476775,44060.36,77,Checking,2019-08-31,Bengaluru
ACC5297,Rohan Smith,GB14505766194588707155,9270.7,82,Checking,2015-02-15,Bengaluru
ACC5298,Kabir Rao,GB83850765975954508917,37803.87,73,Savings,2022-06-22,
ACC5299,Karan Nair,GB26574223196463004023,20627.98,42,CHECKING,2023-12-19,Mumbai
ACC5300,Sophia Rao,GB30120471372711759574,28640.69,88,savings,2022-01-30,Delhi
ACC5301,Arjun Smith,GB98493306745847609441,41115.48,89,Checking,2024-06-21,Mumbai
ACC5302,Rohan Das,GB18856669541329715066,40660.57,37,CHECKING,2020-04-22,Bengaluru
ACC5303,Liam Reddy,GB37769366343925295961,4583.32,28,Savings,2016-09-06,
ACC5304,Sophia Chopra,GB20072024559102451091,49403.33,18,Checking,2023-11-08,Mumbai
ACC5305,Noah Chopra,GB94981942179428179340,19366.37,61,Checking,2022-10-17,Chennai
ACC5306,Mateo Reddy,GB44663453372201091217,5868.54,27,savings,2023-08-22,Delhi
ACC5307,Liam Khan,GB66189437052635100462,40532.2,77,CHECKING,2023-10-16,Delhi
ACC5308,Mateo Smith,GB65920246175202389743,35899.61,71,Savings,2023-08-24,Bengaluru
ACC5309,Olivia Gupta,GB55017833258486899936,,23,CHECKING,2025-10-24,
ACC5310,Sara Mehta,GB70450691767993593744,44521.42,22,Checking,2022-06-30,
ACC5311,James Singh,GB83037360601488608490,24580.1,45,savings,2023-09-29,Bengaluru
ACC5312,Rohan Singh,GB52830615370124244626,9806.71,38,savings,2016-02-04,Delhi
ACC5313,Emma Nair,GB21031421751887817941,17491.08,29,savings,2016-12-23,Chennai
ACC5314,Meera Rao,GB91122528837505661863,7959.91,79,Savings,2025-12-12,Mumbai
ACC5315,Priya Das,GB53007309505560571219,25785.97,32,Checking,2020-04-23,Chennai
ACC5316,Sara Gupta,GB05348640104246245618,17871.15,81,savings,2023-04-14,Delhi
ACC5317,Sophia Sharma,INVALID-IBAN-000,13900.34,41,Savings,2024-10-01,Mumbai
ACC5318,Arjun Iyer,GB14551293913044881898,14508.92,88,savings,2016-02-16,Chennai
ACC5319,Vivaan Mehta,GB61540211901707568142,29338.12,89,Checking,2015-12-02,Delhi
ACC5320,Ishaan Johnson,GB91073228360849378306,10155.88,67,Checking,2024-04-02,
ACC5321,Emma Reddy,GB96944391649701693429,8810.08,33,Checking,2016-06-26,Bengaluru
ACC5322,Rohan Khan,GB16234190310615372215,15918.14,70,CHECKING,2022-05-25,
ACC5323,James Das,GB23653377460406720078,14098.18,-5,Savings,2024-11-18,Delhi
ACC5324,Kabir Mehta,GB60781975437347642737,45192.73,20,Checking,2022-03-27,Chennai
ACC5325,Noah Khan,GB88214584148460191344,40390.36,89,Checking,2022-01-14,Chennai
ACC5326,Arjun Sharma,GB05869507321464493699,27983.11,30,CHECKING,2020-04-16,
ACC5327,Meera Khan,GB55738573680119236037,20324.17,27,Savings,2022-08-21,
ACC5328,Mateo Smith,GB33510409614973153911,40173.5,86,Checking,2015-06-30,Chennai
ACC5329,James Johnson,GB07365118939406557820,36814.49,20,savings,2017-02-27,Mumbai
ACC5330,Ishaan Khan,GB23332470739201354621,41597.79,38,CHECKING,2019-03-29,Bengaluru
ACC5331,Ishaan Reddy,INVALID-IBAN-000,8342.33,71,Savings,2015-12-14,Mumbai
ACC5332,Meera Nair,GB16324888995729893762,30352.91,74,savings,2018-07-17,Delhi
ACC5333,Neha Garcia,GB03646871912038187692,2168.0,41,Checking,2023-12-17,Mumbai
ACC5334,Rohan Patel,GB98138815881445822067,42437.37,44,Checking,2024-01-02,Mumbai
ACC5335,Ananya Smith,GB16815724500000015291,3672.95,42,CHECKING,2025-09-08,Bengaluru
ACC5336,Mateo Reddy,GB90255618444218299874,24302.53,27,Checking,2016-12-20,Delhi
ACC5337,Arjun Patel,GB70867009004365515848,7072.91,66,Savings,2017-08-23,Chennai
ACC5338,Kabir Rao,GB55054296080706336998,22731.19,63,Savings,2023-08-30,
ACC5339,Arjun Johnson,GB04016481880442877383,,42,Savings,2019-06-26,Delhi
ACC5340,Rohan Smith,GB26942894642036258631,15134.04,50,Savings,2020-03-07,Bengaluru
ACC5341,Noah Mehta,GB62554026355824301764,20265.18,53,savings,2020-10-02,
ACC5342,Arjun Sharma,GB15388824527905040433,45782.54,44,savings,2017-03-06,
ACC5343,James Gupta,GB16321119787180933913,24375.34,35,CHECKING,2022-03-22,Delhi
ACC5344,Rohan Patel,GB01198756178688002300,29097.56,60,CHECKING,2016-04-03,
ACC5345,Kabir Sharma,GB65774491609365952014,29986.42,33,savings,2016-03-21,
ACC5346,Emma Khan,GB87509263223998213745,16553.58,27,Savings,2017-11-11,Bengaluru
ACC5347,Emma Smith,GB60505376660811260030,25772.96,44,savings,2019-05-19,Chennai
ACC5348,Neha Nair,GB06271531234550688269,4993.07,80,CHECKING,2023-07-23,
ACC5349,Kabir Garcia,GB44013480873543788260,10204.02,65,Savings,2015-08-07,Bengaluru
ACC5350,Olivia Das,GB09085991449207492699,31000.67,71,CHECKING,2024-10-01,Delhi
ACC5351,Sara Das,GB84285969325914084993,47641.07,42,Savings,2017-01-27,Mumbai
ACC5352,Emma Smith,GB66980690872617607234,27863.81,47,Checking,2018-08-27,
ACC5353,Olivia Khan,GB82804056129965082695,26997.27,36,CHECKING,2022-05-31,Delhi
ACC5354,Ananya Singh,GB56130876123859514346,26844.14,48,savings,2024-07-12,
ACC5355,James Patel,GB27300869661016831139,16409.47,21,Savings,2025-08-08,Bengaluru
ACC5356,Noah Patel,GB41491507628397620534,13141.14,81,CHECKING,2019-12-19,
ACC5357,Emma Singh,GB72662925081776029914,648.12,85,savings,2015-10-03,Mumbai
ACC5358,Meera Garcia,GB12552356178170321192,-476.55,32,Checking,2023-06-01,Chennai
ACC5359,Rohan Gupta,GB78956133718444902950,6612.98,68,savings,2020-09-21,Bengaluru
ACC5360,Diya Kumar,GB03734167812778221021,43848.16,86,Checking,2016-02-24,Mumbai
ACC5361,James Kumar,GB85797363831828560539,37388.7,20,CHECKING,2023-10-23,
ACC5362,Sara Kumar,GB17706736820506821223,31273.33,59,Checking,2015-12-20,Chennai
ACC5363,Olivia Sharma,GB87146921821925967908,,52,Checking,2019-10-28,
ACC5364,Neha Mehta,GB02205093869484249598,27453.81,26,Savings,2018-03-07,Delhi
ACC5365,Mateo Das,GB07152386767382097461,48157.94,26,CHECKING,2020-07-20,
ACC5366,Sara Chopra,GB29968722589370858062,33958.11,48,savings,2015-08-01,Delhi
ACC5367,Aarav Reddy,GB66957900124825544286,22764.63,68,Checking,2016-07-28,Delhi
ACC5368,Neha Mehta,GB32894633891562415285,35982.25,79,Checking,2025-04-01,Delhi
ACC5369,Noah Johnson,GB26933589513818655078,12773.89,67,savings,2015-03-06,
ACC5370,Liam Chopra,GB44303491891179720385,28889.84,52,Savings,2015-12-19,Delhi
ACC5371,Meera Singh,GB54715531325936781367,42503.75,23,Savings,2025-10-06,
ACC5372,James Smith,GB14105276981987809270,13219.94,34,Checking,2024-06-21,
ACC5373,Arjun Reddy,GB25866059867874422758,16532.91,53,savings,2023-03-21,
ACC5374,Sophia Reddy,GB59428249116502000245,31777.83,47,Savings,2025-09-30,Mumbai
ACC5375,Kabir Iyer,GB51305570836821444889,18844.91,80,Checking,2020-08-08,Mumbai
ACC5376,Sophia Das,GB74620258254318328123,41735.1,34,Checking,2021-10-20,Mumbai
ACC5377,Aarav Mehta,GB06018364723875082768,35161.42,76,Checking,2023-10-29,Mumbai
ACC5378,Olivia Chopra,GB45847262905291876831,19321.03,88,Checking,2023-01-21,Chennai
ACC5379,Diya Chopra,GB73373992052229993621,36506.66,59,Savings,2022-03-07,Delhi
ACC5380,Rohan Smith,GB25539835844617773264,11980.33,20,savings,2017-12-05,Delhi
ACC5381,Karan Chopra,GB12799702927120539787,35797.61,45,CHECKING,2022-12-09,Delhi
ACC5382,Kabir Khan,GB01256083200487978889,,44,savings,2022-06-26,
ACC5383,Olivia Johnson,GB86003044361995171523,43536.33,29,Savings,2023-09-26,Mumbai
ACC5384,Karan Johnson,GB95014374830930967139,24743.19,32,Checking,2019-06-18,Bengaluru
ACC5385,Kabir Smith,GB21767201911166122019,35944.37,75,Checking,2023-02-09,Delhi
ACC5386,Arjun Das,GB39304936653802748124,8394.93,29,savings,2015-04-04,
ACC5387,Noah Smith,GB09522946209355610399,16934.56,81,Savings,2023-09-15,Bengaluru
ACC5388,Rohan Das,GB43658585642304120270,20834.22,64,Checking,2020-05-17,Mumbai
ACC5389,Sara Chopra,GB29907166906322481554,47622.18,38,Savings,2017-06-27,Delhi
ACC5390,Vivaan Khan,GB09567975649157955462,47261.39,50,CHECKING,2024-06-09,Bengaluru
ACC5391,Kabir Rao,GB01080181030683176417,7674.66,84,Savings,2021-02-07,Bengaluru
ACC5392,Arjun Iyer,GB57129015071380671307,35487.37,60,Savings,2025-11-12,Bengaluru
ACC5393,Emma Reddy,GB47436213009625885766,29606.09,81,Savings,2017-04-17,Bengaluru
ACC5394,Sara Sharma,GB39627466621591832700,2407.83,52,CHECKING,2019-08-27,Chennai
ACC5395,Diya Mehta,GB90110797714004938819,37743.01,52,Savings,2018-07-14,Mumbai
ACC5396,Ananya Gupta,GB04998094976987313797,34100.36,71,CHECKING,2021-10-05,
ACC5397,Emma Iyer,GB61237407794332562389,29553.63,90,Savings,2021-11-05,Chennai
ACC5398,Aarav Nair,GB42620370878211602041,42405.78,87,Savings,2017-08-21,Delhi
ACC5399,Neha Das,GB11708894801864482217,47313.56,63,Checking,2021-05-28,Chennai
ACC5400,Arjun Reddy,GB08200480675712369149,19863.09,28,Checking,2020-09-23,Chennai
ACC5401,Karan Rao,GB96882769704095314196,5180.9,72,Savings,2020-07-17,
ACC5402,Rohan Johnson,GB88356517962409649668,12057.07,51,CHECKING,2015-04-15,Delhi
ACC5403,Mateo Mehta,GB70285162259364882089,47987.78,46,savings,2020-12-29,Chennai
ACC5404,Sara Khan,GB62467287991609114131,29118.15,49,savings,2022-06-01,
ACC5405,Ishaan Garcia,GB13376052304588165025,45274.67,53,savings,2020-07-22,Mumbai
ACC5406,James Iyer,GB65034409661771824989,37526.91,23,Savings,2024-09-18,Chennai
ACC5407,Mateo Smith,GB17468135926648698939,19489.29,88,CHECKING,2018-06-30,
ACC5408,Noah Mehta,GB15594501192920753605,,78,Savings,2019-09-27,Bengaluru
ACC5409,Rohan Singh,GB53621894559067000994,40253.17,-5,savings,2017-01-02,Bengaluru
ACC5410,Emma Singh,GB48966760564204565775,26644.66,21,CHECKING,2023-10-11,Delhi
ACC5411,Liam Khan,GB89062354662265401659,30216.13,47,Savings,2015-02-07,Chennai
ACC5412,Ishaan Johnson,GB24276774625916011241,4161.16,82,savings,2020-12-24,
ACC5413,Noah Patel,INVALID-IBAN-000,45174.08,86,Savings,2016-03-19,Chennai
ACC5414,Karan Singh,GB78231299570472642612,,39,Savings,2017-04-15,
ACC5415,James Khan,GB75365968078525482421,33423.33,47,savings,2024-11-07,Delhi
ACC5416,Olivia Rao,INVALID-IBAN-000,33628.94,72,savings,2018-06-05,Delhi
ACC5417,Emma Das,GB23112327489791776334,32075.78,39,CHECKING,2016-11-26,Bengaluru
ACC5418,Meera Singh,GB17508019630453069358,24903.59,36,savings,2021-12-31,Mumbai
ACC5419,Liam Khan,GB00181677848165244454,12725.32,24,Checking,2024-03-10,
ACC5420,Olivia Nair,GB93781053912878848699,28753.63,85,Checking,2024-12-03,
ACC5421,Vivaan Mehta,GB57927147246301986424,6176.16,44,Checking,2021-08-23,Chennai
ACC5422,Ishaan Khan,GB12187062932880983221,1761.5,32,Savings,2017-01-28,Mumbai
ACC5423,Ishaan Sharma,INVALID-IBAN-000,34429.08,67,CHECKING,2019-11-13,Chennai
ACC5424,Diya Patel,GB89876108143561403845,32318.72,28,Savings,2023-10-26,Chennai
ACC5425,James Kumar,GB82354695100307620545,47601.09,66,CHECKING,2024-05-09,Bengaluru
ACC5426,Liam Sharma,GB06666411065411340785,4578.86,52,CHECKING,2015-06-21,
ACC5427,Neha Sharma,GB83668348268999626970,26161.7,87,CHECKING,2021-04-04,
ACC5428,Arjun Iyer,GB79150596257197609320,,34,CHECKING,2024-11-18,Delhi
ACC5429,Mateo Johnson,GB41809521755851777412,24158.03,67,Checking,2023-10-17,Bengaluru
ACC5430,Diya Smith,GB99626422297589170454,45770.52,31,savings,2022-08-21,Delhi
ACC5431,Olivia Chopra,GB05682092257090016356,13393.0,24,CHECKING,2016-12-04,Mumbai
ACC5432,Kabir Rao,GB72828954001788224731,6380.61,71,Savings,2019-05-15,
ACC5433,Olivia Sharma,GB05801195092711526105,,74,Savings,2024-03-16,
ACC5434,Kabir Garcia,INVALID-IBAN-000,22849.96,73,savings,2022-08-19,Bengaluru
ACC5435,Aarav Chopra,GB18948543298769893652,29556.49,53,CHECKING,2023-08-04,Bengaluru
ACC5436,Sophia Nair,GB82734813104502589632,2970.4,55,Checking,2025-11-20,Delhi
ACC5437,Mateo Rao,GB35268064860673983448,24920.68,88,savings,2025-11-07,Mumbai
ACC5438,Liam Khan,GB46280550774065795515,48026.51,38,Checking,2021-05-01,Mumbai
ACC5439,Aarav Patel,GB55107409131117861902,16090.97,55,CHECKING,2022-08-25,Chennai
ACC5440,Vivaan Johnson,GB06953541201227595002,42926.55,24,Savings,2018-08-01,Bengaluru
ACC5441,Liam Garcia,GB25947950740717327980,46502.89,64,Savings,2025-03-30,Mumbai
ACC5442,Ananya Patel,INVALID-IBAN-000,19329.86,45,savings,2023-09-01,Bengaluru
ACC5443,Meera Iyer,INVALID-IBAN-000,17084.6,22,Checking,2019-10-21,Bengaluru
ACC5444,Arjun Mehta,GB84913599285535952056,3068.41,25,CHECKING,2025-10-22,Chennai
ACC5445,Karan Sharma,GB69680186774037842339,42338.04,57,savings,2024-08-31,Mumbai
ACC5446,Aarav Sharma,GB76255032501736542624,,86,savings,2017-01-22,
ACC5447,Vivaan Johnson,GB92334511009060530886,25277.06,49,Savings,2016-09-12,Bengaluru
ACC5448,Ananya Singh,GB32904575988759212996,,-5,Savings,2017-08-03,Mumbai
ACC5449,Sophia Johnson,GB27558214770920711523,35541.56,88,Savings,2017-01-11,Mumbai
ACC5450,Sophia Johnson,GB92158189705916118638,18257.13,88,Savings,2023-03-11,
ACC5451,Liam Das,GB72168800537893186928,45385.05,79,Checking,2024-01-05,
ACC5452,James Gupta,GB40182272002839482322,,29,savings,2018-02-15,Chennai
ACC5453,James Garcia,GB81165993020203042322,35705.45,81,savings,2024-07-15,Mumbai
ACC5454,Diya Khan,GB30281650646300593777,17470.88,30,Checking,2016-06-24,Bengaluru
ACC5455,Aarav Johnson,GB16174690298310438419,19048.52,38,Checking,2021-05-13,Bengaluru
ACC5456,Meera Iyer,GB08056856670636219865,17764.36,56,savings,2023-09-25,Delhi
ACC5457,Emma Patel,GB66349339650496273226,6301.83,33,Savings,2018-04-25,Mumbai
ACC5458,James Garcia,GB25854218808799196234,45325.71,28,CHECKING,2017-12-15,Mumbai
ACC5459,Meera Gupta,GB24725058333430311587,19986.22,65,savings,2019-02-23,Chennai
ACC5460,Noah Rao,GB76945353659746698616,10035.4,53,Checking,2015-11-20,Mumbai
ACC5461,Liam Mehta,GB80959481526925596647,8677.05,48,Savings,2020-01-31,Delhi
ACC5462,Kabir Khan,GB91426140489332614543,35778.91,25,CHECKING,2021-05-09,Chennai
ACC5463,Rohan Das,GB00817852211587184523,17818.78,53,Checking,2019-11-09,
ACC5464,Mateo Rao,GB70173208652377729665,20040.25,42,CHECKING,2015-01-14,Bengaluru
ACC5465,James Patel,GB05278105580002722142,15649.32,-5,Savings,2019-10-09,Bengaluru
ACC5466,Neha Mehta,GB91368172031369552862,45277.45,21,Checking,2021-06-15,Chennai
ACC5467,Rohan Reddy,GB59533222739389920457,34405.09,46,savings,2017-07-12,Mumbai
ACC5468,Rohan Kumar,GB85076108708269718236,1448.01,19,CHECKING,2016-05-25,Mumbai
ACC5469,Noah Iyer,GB83882176484673574223,48973.74,45,Checking,2016-08-03,Mumbai
ACC5470,Arjun Sharma,GB94425892225606295350,44961.02,49,CHECKING,2024-09-10,Mumbai
ACC5471,Ananya Iyer,GB46741307538418520136,8313.0,25,savings,2022-06-12,Chennai
ACC5472,Rohan Chopra,GB61547055491215164119,38204.57,61,savings,2019-10-21,Delhi
ACC5473,Aarav Nair,GB69395787520702042620,3091.59,81,Savings,2016-07-10,Bengaluru
ACC5474,Kabir Mehta,GB39369678976098731267,44606.42,47,Savings,2023-12-13,
ACC5475,Ishaan Smith,GB60759889786533943191,31313.25,-5,savings,2018-06-18,Mumbai
ACC5476,Aarav Gupta,GB12021915057644974700,-439.87,71,CHECKING,2019-06-09,Delhi
ACC5477,Emma Kumar,GB49797416365604500635,15394.1,46,CHECKING,2017-03-26,Bengaluru
ACC5478,Karan Singh,GB96927711952963530597,35810.3,40,savings,2018-12-03,Bengaluru
ACC5479,Ishaan Johnson,GB36431594898959654663,14576.12,60,savings,2024-10-22,Delhi
ACC5480,Rohan Mehta,GB14916999393449743946,12821.61,85,Checking,2016-08-21,Mumbai
ACC5481,Vivaan Gupta,GB29739889413210972021,42951.27,23,CHECKING,2018-08-31,Delhi
ACC5482,Arjun Reddy,GB65579220300449646129,10784.03,24,Savings,2016-08-02,Delhi
ACC5483,Diya Smith,GB37565896359570861993,47191.28,51,savings,2021-03-13,Delhi
ACC5484,Meera Rao,GB66311388503423622033,15156.38,55,Checking,2017-12-21,Chennai
ACC5485,Meera Iyer,INVALID-IBAN-000,11215.53,75,CHECKING,2020-08-28,Chennai
ACC5486,Sara Sharma,INVALID-IBAN-000,39469.22,58,Checking,2021-05-19,Delhi
ACC5487,Noah Patel,GB17741743043502385022,40660.87,53,CHECKING,2019-05-20,Delhi
ACC5488,Ishaan Das,GB23328293020256913303,609.31,43,savings,2019-07-31,Chennai
ACC5489,Mateo Nair,GB16750762799553024530,3451.22,40,Checking,2023-03-29,
ACC5490,Sara Rao,GB23034202847190172224,2132.02,65,Savings,2019-12-05,Chennai
ACC5491,James Das,GB17754619924065838727,31260.58,61,Savings,2017-01-06,Mumbai
ACC5492,Liam Patel,GB95668448237337912121,3840.61,24,Savings,2020-12-14,Chennai
ACC5493,Arjun Patel,GB58690170740392519994,34569.47,40,savings,2023-03-31,Bengaluru
ACC5494,Priya Iyer,GB27643387220542216265,34097.51,51,CHECKING,2024-07-13,Mumbai
ACC5495,Meera Sharma,GB33444704887899504702,21.38,65,CHECKING,2023-08-04,
ACC5496,Olivia Nair,GB53774926632956342777,15604.79,39,Checking,2025-03-24,Delhi
ACC5497,Karan Smith,INVALID-IBAN-000,3567.95,69,savings,2021-02-01,Bengaluru
ACC5498,Kabir Smith,INVALID-IBAN-000,18128.71,38,Checking,2021-08-23,Delhi
ACC5499,Diya Nair,GB63029559636372629420,21288.95,27,savings,2022-06-09,Delhi
ACC5500,Neha Sharma,GB85133138004983211221,47462.72,40,Savings,2019-03-05,Delhi
ACC5501,Arjun Iyer,GB82686876401918548806,15119.85,57,Checking,2024-05-22,Bengaluru
ACC5502,Vivaan Singh,GB87787358566464196234,32754.45,32,Checking,2023-01-07,Chennai
ACC5503,Kabir Johnson,GB20410429483147891179,22048.93,70,savings,2021-06-14,
ACC5504,Diya Johnson,GB31800366602000532853,26970.58,42,Savings,2015-01-16,Delhi
ACC5505,Vivaan Gupta,GB43838058269299007686,7782.71,76,CHECKING,2025-06-20,Mumbai
ACC5506,Rohan Johnson,GB38963376185186267136,27383.57,31,Savings,2025-11-30,Bengaluru
ACC5507,Meera Smith,GB23392188352791875067,24396.92,30,Savings,2019-09-27,Delhi
ACC5508,Karan Johnson,INVALID-IBAN-000,44892.12,86,Savings,2024-08-08,Delhi
ACC5509,Rohan Nair,GB79761781596983845720,49529.13,37,CHECKING,2019-03-24,Delhi
ACC5510,Noah Singh,GB95912573498992553946,31227.87,19,CHECKING,2023-04-12,Delhi
ACC5511,Kabir Sharma,GB72966941799670808974,34143.08,81,savings,2021-04-09,Delhi
ACC5512,Neha Mehta,GB18398416734785369881,49860.7,55,Savings,2017-12-22,Delhi
ACC5513,Liam Sharma,GB28605210262706648900,41913.3,40,savings,2020-12-29,Delhi
ACC5514,Olivia Iyer,GB08898305748839974185,20507.7,48,Savings,2016-09-03,Chennai
ACC5515,Olivia Sharma,INVALID-IBAN-000,10249.13,62,CHECKING,2023-07-10,Chennai
ACC5516,Diya Reddy,GB05641849378467908701,26306.38,38,CHECKING,2024-11-06,Bengaluru
ACC5517,Aarav Iyer,GB36510344442990674568,45070.54,69,savings,2016-11-06,Delhi
ACC5518,Vivaan Singh,GB21559967256222190533,46559.44,55,CHECKING,2023-11-23,Bengaluru
ACC5519,James Chopra,GB64845593965213835071,48457.18,54,savings,2023-03-04,Delhi
ACC5520,Meera Iyer,GB90036221173277264883,30683.02,89,savings,2022-12-27,Delhi
ACC5521,Sara Gupta,GB94252516185759171050,26219.2,-5,savings,2018-06-17,
ACC5522,Ananya Rao,GB44735352478417159497,9571.66,55,Checking,2015-05-31,Delhi
ACC5523,Rohan Chopra,GB03318361133892608788,44426.03,89,Savings,2018-12-15,Mumbai
ACC5524,Priya Chopra,GB48625152174653537801,25350.15,31,savings,2019-10-07,Chennai
ACC5525,Meera Mehta,GB67177629691433629994,,73,savings,2025-11-23,Delhi
ACC5526,Vivaan Sharma,GB10898573908352118968,14170.72,54,Checking,2022-04-18,Delhi
ACC5527,Noah Rao,GB88499795728575958281,42050.64,24,Checking,2016-08-10,Bengaluru
ACC5528,Mateo Das,GB91248839717059844514,39637.65,44,CHECKING,2020-07-26,Mumbai
ACC5529,Arjun Singh,GB11230388568119397814,47235.63,61,Savings,2024-12-14,Bengaluru
ACC5530,Neha Johnson,GB77905528669335158807,48039.83,19,savings,2017-03-10,Mumbai
ACC5531,Noah Sharma,GB11939103829742551360,28485.37,85,savings,2024-04-07,
ACC5532,Diya Iyer,INVALID-IBAN-000,16050.88,35,savings,2017-05-19,Chennai
ACC5533,Meera Singh,GB58736627135896933539,2547.86,18,savings,2021-02-08,Delhi
ACC5534,Sophia Nair,GB47315663979255116436,47804.2,23,Checking,2024-05-26,
ACC5535,Rohan Chopra,GB70289666053428164416,3365.44,31,CHECKING,2025-10-02,Delhi
ACC5536,Meera Gupta,GB46405103880273042763,20822.14,83,Savings,2017-12-14,Delhi
ACC5537,James Das,GB93953096906764909228,26597.34,53,CHECKING,2023-08-01,Delhi
ACC5538,Liam Reddy,GB35872717430688116403,14905.88,44,Savings,2020-09-08,Chennai
ACC5539,Meera Chopra,GB58333647704130909153,25388.88,71,Savings,2017-02-02,
ACC5540,Kabir Singh,GB42041231905772044100,35217.44,81,savings,2016-02-13,
ACC5541,Meera Johnson,GB38109794122487098726,49139.66,70,Checking,2017-01-20,Mumbai
ACC5542,Olivia Nair,GB42240432611890034686,4510.45,66,Checking,2015-07-25,Chennai
ACC5543,Aarav Smith,GB72020095366219536890,3.81,77,CHECKING,2021-10-13,Delhi
ACC5544,Aarav Patel,GB32590073971307221138,40556.34,90,Savings,2023-05-03,
ACC5545,Priya Nair,GB72210454617192817074,14972.86,70,Savings,2016-08-15,Mumbai
ACC5546,Emma Mehta,GB22521602523941209447,39790.73,78,Checking,2019-03-20,
ACC5547,Aarav Garcia,GB65513276179480245598,17213.16,66,Savings,2016-06-22,Bengaluru
ACC5548,Diya Iyer,GB89126864986478686237,18658.14,25,Savings,2020-08-10,
ACC5549,James Mehta,GB08378191907499216400,19885.03,85,Checking,2019-05-29,
ACC5550,Kabir Garcia,GB34848647082139865462,6975.73,-5,Checking,2015-09-28,Mumbai
ACC5551,Meera Chopra,GB20550330000886346739,5117.11,18,Savings,2020-10-15,
ACC5552,Karan Nair,GB16009169232737989790,19104.33,87,savings,2018-05-14,
ACC5553,Ananya Kumar,GB46300099843361137118,44060.21,58,Savings,2022-06-05,
ACC5554,Sara Reddy,GB58294203401535346607,15743.41,50,savings,2021-07-11,Delhi
ACC5555,Noah Kumar,GB01082402818223879402,48029.11,68,Checking,2015-05-18,
ACC5556,Olivia Nair,GB52735364235700412918,47496.1,88,savings,2016-03-15,
ACC5557,Diya Kumar,GB25590461007923046600,3805.28,89,Checking,2020-11-09,Mumbai
ACC5558,Mateo Nair,INVALID-IBAN-000,36032.02,40,Checking,2025-02-20,Mumbai
ACC5559,Karan Kumar,GB12048507665344604227,20657.58,46,savings,2019-04-18,Bengaluru
ACC5560,Diya Nair,GB05734724358617682251,37347.39,34,CHECKING,2022-06-29,Mumbai
ACC5561,Noah Das,GB86665622419768784947,23087.62,28,Checking,2021-06-26,Bengaluru
ACC5562,Meera Reddy,INVALID-IBAN-000,20345.44,31,savings,2020-08-12,
ACC5563,Priya Mehta,GB23543404668212156495,7763.16,50,Checking,2015-03-12,Chennai
ACC5564,James Mehta,GB11197388182730634359,39342.23,82,Checking,2023-02-13,Bengaluru
ACC5565,Arjun Rao,GB68066405110212543412,11980.3,21,Savings,2022-12-10,Chennai
ACC5566,Vivaan Mehta,GB86037218600320319789,30956.33,24,Savings,2016-01-02,Delhi
ACC5567,Vivaan Sharma,GB71317197860162590841,28882.64,54,CHECKING,2024-03-18,
ACC5568,Liam Reddy,GB11375358210728878072,38859.18,25,Checking,2020-03-31,Bengaluru
ACC5569,Sophia Iyer,GB88197223996477183753,1536.08,71,Savings,2025-02-02,Bengaluru
ACC5570,Ishaan Mehta,GB85578002443236221690,39361.77,67,CHECKING,2021-03-08,Delhi
ACC5571,Mateo Rao,GB70675169139521501642,19113.96,18,CHECKING,2025-05-28,Bengaluru
ACC5572,Meera Garcia,GB84243198392484813004,45600.17,72,Savings,2024-02-17,Bengaluru
ACC5573,Liam Khan,INVALID-IBAN-000,4597.17,27,CHECKING,2020-05-04,Delhi
ACC5574,Sara Singh,GB63395348110501476427,25031.0,72,Savings,2018-08-03,Chennai
ACC5575,Rohan Gupta,GB12817751239597815542,18507.22,23,CHECKING,2016-10-20,Mumbai
ACC5576,Noah Sharma,GB46546772051710730871,17763.52,51,CHECKING,2020-12-17,Mumbai
ACC5577,Priya Patel,GB75438027414857260292,16282.7,68,CHECKING,2016-08-27,Chennai
ACC5578,Ishaan Mehta,GB76642076327135386762,17585.79,34,Checking,2025-01-06,
ACC5579,Sophia Chopra,GB60488693205534050892,23450.4,71,Savings,2025-09-24,Delhi
ACC5580,Neha Das,GB40535670789775542619,35075.42,21,Checking,2024-04-27,
ACC5581,James Smith,GB73627320222711175769,5594.95,80,Savings,2019-09-29,Mumbai
ACC5582,Vivaan Mehta,GB85144869830521690392,8952.61,41,CHECKING,2025-10-11,
ACC5583,Sara Sharma,GB42647106801770316370,44352.7,19,Savings,2018-04-07,
ACC5584,Meera Garcia,GB72446931729476380839,1141.82,68,savings,2017-12-01,Bengaluru
ACC5585,Ishaan Reddy,GB98519393272728129163,17077.11,24,savings,2025-12-07,
ACC5586,Sophia Patel,GB66765272845397499507,36000.69,82,CHECKING,2018-05-19,Bengaluru
ACC5587,Sophia Chopra,GB60208019290221543904,12581.93,22,Checking,2016-12-11,Mumbai
ACC5588,Olivia Garcia,GB20235102555019354503,42693.47,82,savings,2022-10-18,Mumbai
ACC5589,Neha Garcia,GB33243629620805983124,37509.26,29,Checking,2024-11-12,
ACC5590,Vivaan Das,GB96599920123763177495,13531.69,26,Savings,2019-04-22,Mumbai
ACC5591,Neha Rao,GB93759192267131753626,42676.03,53,CHECKING,2018-07-28,Mumbai
ACC5592,Arjun Singh,GB12096173009928452403,7893.87,31,Savings,2018-12-20,Mumbai
