order_id,store_code,product,category,quantity,unit_price,order_date,customer_email
ORD1330,ST-002,Kettle,Electronics,1,36.75,2025-05-29,rohan.836@example.com
ORD1331,ST-002,Headset,Apparel,6,,2025-03-15,arjun.227@example.com
ORD1332,ST-004,Notebook,Apparel,1,140.07,2025-10-30,ishaan.642@example.com
ORD1333,ST-002,Lamp,Toys,8,13.63,2025-06-26,noah.805@example.com
ORD1334,ST_005,Backpack,Home,7,39.01,2025-07-12,ishaan.773@example.com
ORD1335,ST_005,Sneaker,Electronics,4,,2025-12-29,kabir.826@example.com
ORD1336,ST-004,Widget,Toys,7,242.01,2025-10-13,arjun.138@example.com
ORD1337,ST-004,Blender,Apparel,4,83.91,2025-02-10,mateo.868@example.com
ORD1338,st-003,Gadget,Toys,4,14.78,2025-07-13,neha.618@example.com
ORD1339,ST-001,Jacket,Grocery,4,201.55,2025-10-28,sara.223@example.com
ORD1340,ST-004,Blender,Apparel,5,,2025-01-08,meera.960@example.com
ORD1341,ST-002,Camera,Grocery,8,228.78,2025-12-23,neha.721@example.com
ORD1342,ST-002,Lamp,Electronics,6,194.33,2025-07-14,mateo.547@example.com
ORD1343,ST-002,Backpack,Apparel,-1,91.19,2025-09-12,mateo.101@example.com
ORD1344,ST-002,Sneaker,Apparel,4,93.93,2025-07-31,vivaan.577@example.com
ORD1345,ST-002,Camera,Electronics,1,66.67,2025-10-27,karan.738@example.com
ORD1346,ST-004,Notebook,Electronics,4,83.81,2025-07-14,karan.854@example.com
ORD1347,ST-002,Sneaker,Toys,6,,2025-09-08,priya.472@example.com
ORD1348,ST-002,Camera,Apparel,3,36.71,2025-10-07,priya.189@example.com
ORD1349,ST_005,Monitor,Grocery,1,210.09,2025-02-08,vivaan.783@example.com
ORD1350,ST-001,Lamp,Electronics,4,,2025-03-19,aarav.224@example.com
ORD1351,ST_005,Sneaker,Apparel,1,155.22,2025-12-08,neha.935@example.com
ORD1352,ST-004,Monitor,Home,1,3.64,2025-10-10,sophia.13@example.com
ORD1353,ST-001,Kettle,Apparel,5,6.25,2025-12-24,sophia.826@example.com
ORD1354,ST-002,Gadget,Grocery,3,61.76,2025-11-14,arjun.259@example.com
ORD1355,st-003,Notebook,Home,2,94.52,2025-07-27,mateo.579@example.com
ORD1356,ST-002,Camera,Electronics,5,171.64,2025-02-11,vivaan.96@example.com
ORD1357,ST-004,Lamp,Home,8,15.92,2025-01-05,ishaan.85@example.com
ORD1358,ST-004,Jacket,Home,6,142.33,2025-02-18,arjun.942@example.com
ORD1359,ST-001,Blender,Electronics,8,69.23,2025-02-08,james.921@example.com
ORD1360,ST_005,Headset,Grocery,3,232.33,2025-06-11,aarav.985@example.com
ORD1361,ST-002,Headset,Electronics,7,232.36,2025-06-03,ishaan.578@example.com
ORD1362,ST-002,Headset,Home,6,97.19,2026-01-14,kabir.810@example.com
ORD1363,ST-002,Camera,Grocery,6,15.32,2025-08-12,rohan.859@example.com
ORD1364,ST-001,Backpack,Toys,7,242.29,2025-06-17,aarav.650@example.com
ORD1365,st-003,Speaker,Home,8,58.58,2025-10-11,noah.443@example.com
ORD1366,ST-002,Monitor,Toys,7,23.25,2025-11-13,emma.818@example.com
ORD1367,ST-002,Camera,Grocery,2,68.46,2025-07-14,kabir.758@example.com
ORD1368,ST-004,Backpack,Apparel,2,24.7,2025-06-07,mateo.369@example.com
ORD1369,st-003,Gadget,Electronics,2,48.47,2025-08-18,sara.569@example.com
ORD1370,ST_005,Lamp,Grocery,1,24.23,2025-10-11,ananya.612@example.com
ORD1371,ST_005,Speaker,Apparel,7,5.06,2025-07-31,noah.798@example.com
ORD1372,ST-001,Camera,Toys,4,143.85,2025-03-28,noah.174@example.com
ORD1373,ST-002,Notebook,Apparel,5,124.29,2025-02-02,ishaan.446@example.com
ORD1374,st-003,Lamp,Apparel,8,196.1,2025-07-04,james.967@example.com
ORD1375,ST-002,Camera,Home,4,115.55,2025-03-11,emma.7@example.com
ORD1376,ST-004,Backpack,Toys,7,201.41,2025-06-18,mateo.343@example.com
ORD1377,ST-004,Jacket,Toys,3,76.51,2025-11-05,meera.491@example.com
ORD1378,st-003,Charger,Home,6,74.28,2025-12-22,priya.991@example.com
ORD1379,ST_005,Speaker,Electronics,-1,95.26,2025-07-21,olivia.117@example.com
ORD1380,ST_005,Blender,Toys,3,171.06,2025-10-09,aarav.976@example.com
ORD1381,ST-002,Sneaker,Electronics,8,199.83,2025-12-21,ananya.839@example.com
ORD1382,ST-004,Monitor,Home,3,159.07,2025-05-04,james.675@example.com
ORD1383,ST-002,Camera,Home,7,20.34,2025-11-03,priya.597@example.com
ORD1384,ST-004,Kettle,Toys,7,136.82,2025-07-04,sara.609@example.com
ORD1385,ST-002,Gadget,Grocery,4,165.09,2025-07-01,ishaan.663@example.com
ORD1386,ST_005,Widget,Toys,7,241.77,2025-06-19,sophia.109@example.com
ORD1387,ST-001,Gadget,Apparel,4,128.65,2025-09-23,sara.595@example.com
ORD1383,ST-002,Headset,Electronics,8,94.78,2025-08-26,karan.708@example.com
ORD1389,ST_005,Charger,Apparel,1,121.73,2025-06-01,sophia.943@example.com
ORD1390,ST-001,Gadget,Electronics,6,79.35,2025-08-22,meera.534@example.com
ORD1391,ST-004,Backpack,Home,2,110.67,2025-12-23,mateo.327@example.com
ORD1392,ST-001,Notebook,Grocery,2,7.6,2025-06-25,diya.694@example.com
ORD1393,ST-002,Camera,Electronics,3,138.87,2025-06-19,sara.437@example.com
ORD1394,ST-004,Blender,Home,3,48.22,2025-12-03,sophia.406@example.com
ORD1395,ST-001,Camera,Toys,4,113.49,2025-08-08,noah.5@example.com
ORD1396,ST-002,Blender,Electronics,5,188.58,2025-02-02,karan.105@example.com
ORD1397,ST_005,Charger,Apparel,6,50.87,2025-02-28,james.687@example.com
ORD1398,ST-004,Kettle,Apparel,7,153.6,2025-10-28,diya.357@example.com
ORD1399,st-003,Jacket,Home,3,203.81,2025-12-28,emma.941@example.com
ORD1400,ST_005,Headset,Grocery,3,79.67,2025-05-03,emma.120@example.com
ORD1401,ST-002,Backpack,Electronics,7,105.72,2025-03-12,karan.393@example.com
ORD1402,ST-004,Charger,Home,3,139.62,2025-09-08,emma.144@example.com
ORD1403,ST-002,Backpack,Home,1,216.65,2025-01-05,priya.140@example.com
ORD1404,ST-002,Jacket,Home,8,103.47,2025-09-09,sophia.728@example.com
ORD1405,ST-004,Sneaker,Electronics,2,142.22,2026-01-25,rohan.300@example.com
ORD1406,ST-001,Notebook,Electronics,5,43.72,2025-08-23,karan.761@example.com
ORD1407,ST-004,Kettle,Toys,2,144.03,2025-05-18,sara.844@example.com
ORD1408,st-003,Kettle,Grocery,8,,2025-08-06,diya.754@example.com
ORD1409,ST-002,Speaker,Electronics,5,218.95,2025-01-17,mateo.270@example.com
ORD1410,st-003,Jacket,Grocery,8,216.59,2025-03-02,rohan.215@example.com
ORD1411,ST-002,Headset,Apparel,7,43.16,2025-03-13,meera.834@example.com
ORD1412,ST-002,Speaker,Grocery,6,134.01,2025-11-02,sara.173@example.com
ORD1413,st-003,Camera,Apparel,5,144.04,2025-09-21,diya.139@example.com
ORD1414,ST-004,Widget,Apparel,3,175.95,2025-03-09,rohan.150@example.com
ORD1415,ST-002,Backpack,Electronics,7,123.39,2025-10-23,james.643@example.com
ORD1416,ST-004,Lamp,Home,2,159.14,2026-01-29,ananya.413@example.com
ORD1417,ST_005,Camera,Apparel,6,114.76,2025-09-07,liam.596@example.com
ORD1418,ST-001,Jacket,Grocery,8,159.44,2025-12-24,olivia.871@example.com
ORD1419,ST-001,Speaker,Toys,7,56.02,2025-08-08,meera.507@example.com
ORD1420,st-003,Backpack,Apparel,6,137.73,2025-03-08,karan.873@example.com
ORD1421,ST-004,Speaker,Apparel,1,13.39,2025-11-17,mateo.17@example.com
ORD1422,ST-001,Jacket,Electronics,8,115.22,2025-08-08,meera.706@example.com
ORD1423,ST-002,Monitor,Apparel,3,218.86,2025-05-21,ananya.671@example.com
ORD1424,st-003,Notebook,Grocery,6,166.8,2025-11-29,ishaan.54@example.com
ORD1425,ST-004,Monitor,Apparel,4,108.45,2025-02-16,diya.2@example.com
ORD1426,ST-002,Sneaker,Grocery,3,149.23,2025-09-23,mateo.10@example.com
ORD1427,ST-001,Camera,Apparel,2,247.06,2025-08-05,kabir.490@example.com
ORD1428,ST-001,Blender,Home,2,183.23,2025-02-22,diya.321@example.com
ORD1429,st-003,Notebook,Electronics,7,193.82,2026-01-21,kabir.657@example.com
ORD1430,ST-002,Charger,Grocery,1,,2025-03-26,mateo.360@example.com
ORD1431,ST-002,Blender,Electronics,7,154.79,2025-08-15,meera.89@example.com
ORD1432,ST-001,Charger,Grocery,7,89.18,2025-08-08,liam.811@example.com
ORD1433,ST-002,Blender,Apparel,2,63.55,2025-11-04,neha.739@example.com
ORD1434,ST_005,Notebook,Grocery,5,52.95,2025-11-07,arjun.194@example.com
ORD1435,ST-002,Lamp,Apparel,1,,2025-05-03,priya.396@example.com
ORD1436,ST-001,Blender,Home,2,133.02,2025-01-07,olivia.957@example.com
ORD1437,st-003,Charger,Home,-1,92.62,2025-12-16,ishaan.782@example.com
ORD1438,ST-004,Speaker,Grocery,1,147.67,2025-01-08,james.221@example.com
ORD1439,ST-001,Widget,Home,5,157.89,2025-09-14,sophia.434@example.com
ORD1440,ST-002,Lamp,Grocery,3,70.81,2025-06-08,ananya.524@example.com
ORD1441,ST-002,Speaker,Electronics,6,98.9,2025-11-21,ananya.318@example.com
ORD1442,ST-002,Lamp,Electronics,1,62.63,2025-08-11,diya.465@example.com
ORD1443,ST_005,Headset,Grocery,5,167.19,2025-12-03,ishaan.123@example.com
ORD1444,ST-001,Camera,Electronics,1,42.63,2025-06-27,arjun.530@example.com
ORD1445,ST-002,Notebook,Electronics,6,33.48,2026-02-04,james.751@example.com
ORD1446,ST-001,Speaker,Grocery,6,202.16,2025-05-20,arjun.66@example.com
ORD1447,st-003,Camera,Toys,2,125.04,2025-09-19,olivia.57@example.com
ORD1448,ST-004,Jacket,Toys,3,93.19,2025-05-11,diya.916@example.com
ORD1449,ST_005,Monitor,Grocery,4,185.71,2025-01-02,vivaan.880@example.com
ORD1450,ST-001,Blender,Grocery,8,92.27,2025-03-18,ishaan.954@example.com
ORD1451,ST-001,Kettle,Home,4,81.81,2025-08-02,liam.278@example.com
ORD1452,ST-001,Headset,Apparel,2,126.51,2025-01-27,ishaan.229@example.com
ORD1453,ST_005,Widget,Home,2,219.49,2025-05-25,emma.336@example.com
ORD1454,ST-001,Kettle,Home,1,93.49,2025-05-30,karan.804@example.com
ORD1455,st-003,Camera,Toys,4,,2025-10-30,priya.792@example.com
ORD1456,ST-002,Camera,Toys,4,39.34,2025-07-29,aarav.239@example.com
ORD1457,ST_005,Backpack,Grocery,-1,2.36,2025-12-03,noah.870@example.com
ORD1458,ST-002,Camera,Apparel,2,52.89,2025-05-02,sophia.504@example.com
ORD1459,ST-001,Charger,Apparel,2,12.89,2025-04-29,arjun.423@example.com
ORD1460,ST-002,Backpack,Home,2,146.03,2025-09-16,kabir.653@example.com
ORD1461,ST-004,Gadget,Toys,1,109.88,2025-03-08,rohan.299@example.com
ORD1462,st-003,Jacket,Apparel,7,175.78,2026-01-12,liam.326@example.com
ORD1463,ST-004,Notebook,Electronics,2,236.0,2025-03-11,karan.112@example.com
ORD1464,ST-002,Gadget,Electronics,8,117.58,2025-07-28,diya.549@example.com
ORD1465,st-003,Speaker,Electronics,8,78.46,2025-05-16,diya.93@example.com
ORD1466,ST-002,Speaker,Apparel,1,55.33,2025-06-17,kabir.94@example.com
ORD1467,ST-002,Blender,Apparel,7,129.34,2025-12-13,emma.267@example.com
ORD1468,ST-002,Widget,Home,8,139.88,2025-10-09,rohan.97@example.com
ORD1469,ST-004,Gadget,Electronics,2,4.97,2026-02-04,rohan.134@example.com
ORD1470,ST-002,Jacket,Home,6,172.2,2025-11-27,ananya.597@example.com
ORD1471,ST_005,Notebook,Grocery,1,249.3,2025-04-12,mateo.829@example.com
ORD1472,ST-002,Gadget,Apparel,2,12.59,2025-08-25,vivaan.173@example.com
ORD1473,ST_005,Lamp,Home,8,9.31,2025-12-16,sophia.177@example.com
ORD1474,st-003,Blender,Electronics,5,71.4,2025-03-18,vivaan.629@example.com
ORD1475,ST_005,Headset,Electronics,5,125.73,2025-10-09,priya.63@example.com
ORD1476,ST-001,Notebook,Home,-1,105.97,2025-11-26,arjun.256@example.com
ORD1477,ST-002,Speaker,Toys,1,247.37,2026-02-05,olivia.492@example.com
ORD1478,ST_005,Speaker,Home,6,228.34,2025-09-15,liam.398@example.com
ORD1479,st-003,Charger,Grocery,6,150.08,2025-01-16,james.60@example.com
ORD1480,ST-004,Kettle,Apparel,4,,2025-02-21,rohan.673@example.com
ORD1481,ST-002,Notebook,Toys,1,191.48,2025-04-23,karan.867@example.com
ORD1482,ST-004,Backpack,Electronics,3,60.66,2025-06-12,olivia.936@example.com
ORD1483,ST_005,Widget,Apparel,3,141.65,2025-04-07,priya.556@example.com
ORD1484,st-003,Charger,Home,1,,2025-04-30,neha.225@example.com
ORD1480,ST-001,Kettle,Home,1,84.27,2025-11-11,meera.826@example.com
ORD1486,ST-002,Backpack,Electronics,6,16.77,2025-03-17,karan.722@example.com
ORD1487,ST-002,Speaker,Grocery,6,240.22,2025-07-11,noah.601@example.com
ORD1488,ST-001,Backpack,Apparel,6,35.84,2025-03-22,sophia.811@example.com
ORD1489,ST-002,Sneaker,Apparel,3,177.38,2025-10-15,neha.806@example.com
ORD1490,st-003,Blender,Toys,3,95.84,2026-01-11,emma.131@example.com
ORD1491,ST-002,Camera,Grocery,7,212.99,2026-01-30,karan.34@example.com
ORD1492,ST-002,Headset,Apparel,4,160.63,2025-02-23,priya.145@example.com
ORD1493,st-003,Camera,Grocery,4,88.01,2025-06-13,ishaan.652@example.com
ORD1494,ST-001,Jacket,Apparel,8,4.83,2025-04-18,rohan.710@example.com
ORD1495,ST-001,Backpack,Apparel,2,180.66,2025-01-25,noah.449@example.com
ORD1496,ST-002,Lamp,Electronics,7,124.28,2025-07-13,olivia.560@example.com
ORD1497,ST-004,Gadget,Home,4,42.34,2025-02-07,vivaan.302@example.com
ORD1498,ST-001,Backpack,Apparel,2,20.4,2025-03-29,noah.165@example.com
ORD1499,ST-002,Gadget,Toys,2,85.81,2025-11-11,priya.722@example.com
ORD1500,ST-001,Lamp,Electronics,7,40.96,2025-02-21,liam.211@example.com
ORD1501,ST-002,Lamp,Toys,5,165.83,2025-06-02,rohan.99@example.com
ORD1502,ST-001,Lamp,Toys,8,40.09,2025-07-04,aarav.438@example.com
ORD1503,ST-001,Notebook,Toys,8,51.52,2025-01-14,meera.175@example.com
ORD1504,ST-002,Notebook,Grocery,8,211.25,2025-06-07,noah.483@example.com
ORD1505,ST-004,Monitor,Apparel,2,161.18,2025-07-18,ishaan.380@example.com
ORD1506,ST-004,Backpack,Electronics,8,13.06,2025-08-14,mateo.270@example.com
ORD1507,ST-002,Jacket,Apparel,1,39.48,2025-12-23,diya.88@example.com
ORD1508,ST-002,Backpack,Toys,7,242.73,2025-10-29,rohan.567@example.com
ORD1509,ST-001,Jacket,Home,7,241.48,2025-12-18,priya.587@example.com
ORD1510,ST-002,Sneaker,Apparel,2,99.91,2026-01-01,vivaan.515@example.com
ORD1511,ST_005,Kettle,Toys,3,31.83,2026-01-23,mateo.178@example.com
ORD1512,ST-002,Blender,Electronics,3,12.58,2025-02-10,sophia.207@example.com
ORD1513,ST-002,Charger,Toys,5,81.3,2026-01-08,ananya.90@example.com
ORD1514,ST-004,Kettle,Home,6,214.44,2025-09-24,mateo.940@example.com
ORD1515,ST-001,Speaker,Toys,7,29.9,2025-03-18,kabir.581@example.com
ORD1516,ST_005,Headset,Grocery,2,141.55,2025-02-21,emma.889@example.com
ORD1517,ST_005,Backpack,Home,5,96.99,2025-09-06,karan.624@example.com
ORD1518,ST-004,Widget,Electronics,5,101.94,2025-11-13,neha.698@example.com
ORD1519,ST-002,Lamp,Grocery,7,222.61,2025-06-19,rohan.51@example.com
ORD1520,ST-002,Sneaker,Apparel,6,7.02,2025-06-05,emma.288@example.com
ORD1521,ST-004,Jacket,Grocery,4,35.33,2026-01-16,mateo.793@example.com
ORD1522,st-003,Notebook,Home,2,48.61,2025-04-19,sophia.759@example.com
ORD1523,ST-004,Speaker,Toys,6,205.61,2025-09-21,ishaan.68@example.com
ORD1524,st-003,Camera,Toys,7,35.64,2025-09-26,karan.30@example.com
ORD1525,ST-002,Blender,Electronics,1,63.87,2025-08-22,vivaan.941@example.com
ORD1526,st-003,Camera,Electronics,5,93.35,2025-08-26,arjun.407@example.com
ORD1527,ST-002,Gadget,Grocery,4,94.37,2025-11-01,mateo.182@example.com
ORD1528,ST-004,Headset,Toys,6,87.37,2025-05-13,ananya.292@example.com
ORD1529,ST-001,Lamp,Grocery,3,213.75,2026-02-04,meera.878@example.com
ORD1530,ST-002,Monitor,Electronics,4,68.73,2025-07-29,arjun.21@example.com
ORD1531,ST-002,Widget,Home,3,162.55,2025-11-04,aarav.230@example.com
ORD1532,st-003,Headset,Apparel,5,107.1,2025-07-12,olivia.471@example.com
ORD1533,st-003,Blender,Home,5,169.94,2025-11-16,noah.599@example.com
ORD1534,ST-001,Widget,Toys,6,141.24,2025-11-01,neha.290@example.com
ORD1535,st-003,Monitor,Grocery,8,17.83,2025-05-22,liam.883@example.com
ORD1536,st-003,Notebook,Apparel,4,39.18,2026-01-27,rohan.922@example.com
ORD1537,ST-001,Speaker,Toys,7,,2025-12-15,kabir.739@example.com
ORD1538,ST-001,Monitor,Home,5,66.34,2025-08-03,noah.398@example.com
ORD1539,ST-002,Widget,Toys,4,87.11,2026-01-01,rohan.703@example.com
ORD1540,ST_005,Monitor,Home,6,127.81,2025-03-29,sara.186@example.com
ORD1541,st-003,Gadget,Home,3,185.75,2026-01-07,sara.782@example.com
ORD1542,ST-002,Monitor,Apparel,2,57.12,2025-04-25,emma.431@example.com
ORD1543,st-003,Backpack,Apparel,5,117.01,2025-03-02,priya.55@example.com
ORD1544,ST-002,Headset,Toys,2,119.11,2025-04-10,arjun.123@example.com
ORD1545,ST-002,Lamp,Toys,5,104.45,2025-03-19,kabir.206@example.com
ORD1546,st-003,Lamp,Toys,-1,37.52,2026-01-02,ishaan.798@example.com
ORD1547,ST-001,Sneaker,Apparel,3,,2025-01-30,aarav.463@example.com
ORD1548,st-003,Blender,Electronics,3,,2026-01-26,ananya.133@example.com
ORD1549,ST_005,Lamp,Home,7,108.4,2025-09-02,noah.5@example.com
ORD1550,ST-001,Kettle,Electronics,6,237.62,2025-06-14,arjun.196@example.com
ORD1551,ST-001,Monitor,Grocery,4,58.11,2025-06-26,emma.133@example.com
ORD1552,ST-001,Lamp,Toys,5,43.42,2025-01-24,emma.972@example.com
ORD1553,st-003,Sneaker,Toys,6,109.55,2025-12-18,kabir.351@example.com
ORD1554,ST-004,Backpack,Electronics,3,237.12,2025-07-26,aarav.234@example.com
ORD1555,ST-002,Camera,Electronics,4,184.05,2025-10-29,arjun.174@example.com
ORD1556,ST-001,Backpack,Grocery,7,219.38,2025-05-11,sara.639@example.com
ORD1557,ST-001,Headset,Grocery,2,164.08,2025-01-11,vivaan.707@example.com
ORD1558,ST-001,Lamp,Home,7,32.65,2025-05-10,priya.719@example.com
ORD1559,ST-002,Blender,Grocery,5,106.38,2025-02-21,arjun.277@example.com
ORD1560,ST_005,Headset,Electronics,7,208.0,2025-02-23,arjun.737@example.com
ORD1561,ST_005,Gadget,Apparel,2,196.62,2025-09-12,meera.624@example.com
ORD1562,ST-002,Speaker,Apparel,4,90.76,2025-07-29,emma.165@example.com
ORD1563,ST-001,Kettle,Home,4,172.67,2025-09-04,liam.241@example.com
ORD1564,ST-001,Widget,Grocery,2,209.14,2025-12-09,priya.153@example.com
ORD1565,ST-001,Speaker,Toys,2,181.44,2025-02-21,james.660@example.com
ORD1566,ST-002,Sneaker,Apparel,5,117.14,2025-02-21,ishaan.896@example.com
ORD1567,ST-001,Jacket,Apparel,6,,2025-06-10,sophia.757@example.com
ORD1568,ST-001,Gadget,Grocery,1,,2025-12-06,ishaan.337@example.com
ORD1569,st-003,Sneaker,Toys,5,219.86,2025-02-17,olivia.835@example.com
ORD1570,st-003,Charger,Grocery,7,101.26,2025-08-22,james.856@example.com
ORD1571,ST-004,Camera,Home,7,162.91,2025-03-27,diya.136@example.com
ORD1572,ST-002,Camera,Grocery,3,27.72,2025-10-30,priya.822@example.com
ORD1573,ST_005,Monitor,Home,3,153.61,2026-02-03,olivia.627@example.com
ORD1574,ST-001,Jacket,Electronics,8,230.26,2025-02-27,sophia.452@example.com
ORD1575,ST-001,Gadget,Apparel,6,5.07,2025-12-14,arjun.786@example.com
ORD1576,ST-002,Headset,Toys,4,244.52,2025-12-09,liam.532@example.com
ORD1577,ST_005,Camera,Toys,2,109.35,2026-01-08,rohan.494@example.com
ORD1578,st-003,Monitor,Home,3,210.08,2025-10-13,neha.56@example.com
ORD1579,ST-001,Monitor,Electronics,8,213.26,2025-03-26,ananya.770@example.com
ORD1580,ST-004,Backpack,Electronics,6,242.6,2025-01-26,arjun.229@example.com
ORD1581,ST_005,Monitor,Home,7,,2025-02-10,mateo.455@example.com
ORD1577,ST_005,Sneaker,Grocery,8,112.87,2025-03-02,priya.764@example.com
ORD1583,ST-002,Widget,Grocery,7,104.26,2025-10-13,sara.1@example.com
ORD1584,ST-001,Speaker,Toys,5,222.75,2025-10-15,meera.671@example.com
ORD1585,ST-002,Sneaker,Apparel,6,206.68,2025-04-25,mateo.340@example.com
ORD1586,ST_005,Speaker,Toys,8,179.73,2025-07-06,mateo.117@example.com
ORD1587,ST-001,Speaker,Electronics,1,86.66,2025-11-21,emma.561@example.com
ORD1588,ST_005,Backpack,Grocery,1,224.43,2025-09-10,kabir.842@example.com
ORD1589,ST-002,Camera,Home,2,,2025-04-11,meera.124@example.com
ORD1590,ST-004,Blender,Home,4,179.76,2025-02-25,sophia.48@example.com
ORD1591,ST-002,Jacket,Toys,2,193.49,2025-08-19,mateo.675@example.com
ORD1592,ST_005,Kettle,Electronics,8,3.08,2026-01-12,vivaan.567@example.com
ORD1593,ST-004,Jacket,Toys,8,231.24,2026-02-04,ishaan.709@example.com
ORD1594,ST_005,Charger,Electronics,2,98.08,2025-11-04,neha.904@example.com
ORD1595,st-003,Kettle,Home,7,244.92,2025-12-21,rohan.281@example.com
ORD1596,ST-004,Backpack,Apparel,8,201.59,2025-03-12,sophia.617@example.com
ORD1597,ST-002,Camera,Toys,5,211.08,2025-10-08,liam.729@example.com
ORD1598,ST-002,Kettle,Electronics,4,54.01,2026-01-01,emma.704@example.com
ORD1599,st-003,Monitor,Electronics,3,126.97,2025-12-22,liam.728@example.com
ORD1600,ST-001,Speaker,Apparel,8,146.54,2025-12-08,sophia.691@example.com
ORD1601,ST-002,Jacket,Toys,5,219.61,2025-08-05,aarav.536@example.com
ORD1602,ST-001,Widget,Home,3,15.16,2025-01-29,meera.274@example.com
ORD1603,ST-002,Notebook,Apparel,3,210.17,2025-12-20,emma.209@example.com
ORD1604,ST_005,Widget,Apparel,8,27.42,2025-12-12,sara.886@example.com
ORD1605,ST-002,Camera,Toys,7,60.92,2025-12-23,emma.710@example.com
ORD1606,ST-002,Widget,Home,7,105.31,2025-12-17,liam.990@example.com
ORD1607,ST_005,Widget,Grocery,5,52.37,2026-02-04,mateo.850@example.com
ORD1608,ST-002,Monitor,Apparel,4,194.48,2025-04-10,emma.460@example.com
ORD1609,ST-002,Monitor,Grocery,3,240.69,2026-01-12,arjun.123@example.com
ORD1610,ST-004,Widget,Home,5,140.04,2025-03-08,ishaan.599@example.com
ORD1611,st-003,Widget,Apparel,8,178.0,2025-03-21,vivaan.158@example.com
ORD1612,st-003,Headset,Grocery,5,123.66,2025-10-21,sara.367@example.com
ORD1613,ST-001,Speaker,Apparel,4,,2025-09-24,ananya.806@example.com
ORD1614,ST_005,Charger,Home,7,24.8,2025-04-24,meera.680@example.com
ORD1615,st-003,Backpack,Apparel,5,56.17,2026-01-21,neha.544@example.com
ORD1616,ST-004,Kettle,Grocery,2,167.9,2025-08-17,rohan.927@example.com
ORD1617,ST-002,Headset,Toys,4,239.81,2025-12-16,liam.391@example.com
ORD1618,ST-001,Lamp,Apparel,-1,8.13,2025-09-22,olivia.527@example.com
ORD1619,ST_005,Sneaker,Home,1,75.52,2025-11-30,meera.329@example.com
ORD1620,ST_005,Gadget,Grocery,3,242.96,2026-01-31,sara.547@example.com
ORD1621,ST-001,Monitor,Grocery,4,168.24,2026-02-01,meera.886@example.com
ORD1622,ST-002,Lamp,Grocery,4,135.36,2025-12-26,sophia.663@example.com
ORD1623,ST-001,Camera,Electronics,1,,2025-06-19,vivaan.90@example.com
ORD1624,ST-001,Widget,Electronics,5,140.4,2025-10-22,rohan.933@example.com
ORD1625,st-003,Lamp,Home,8,158.29,2025-08-10,liam.18@example.com
ORD1626,ST-004,Monitor,Grocery,1,161.07,2025-11-13,ananya.775@example.com
ORD1627,ST-002,Headset,Grocery,2,90.71,2025-09-15,diya.297@example.com
ORD1628,ST-002,Notebook,Toys,2,71.82,2025-08-13,noah.405@example.com
ORD1629,ST-002,Widget,Home,3,134.3,2025-03-11,noah.816@example.com
ORD1630,ST_005,Notebook,Electronics,5,169.97,2026-01-09,olivia.981@example.com
ORD1631,ST-001,Kettle,Toys,3,32.56,2025-01-03,karan.611@example.com
ORD1632,ST-004,Kettle,Toys,2,77.56,2026-01-19,olivia.217@example.com
ORD1633,ST-004,Monitor,Toys,3,41.92,2025-04-24,neha.855@example.com
ORD1634,st-003,Blender,Grocery,3,168.4,2025-10-18,vivaan.872@example.com
ORD1635,ST_005,Sneaker,Toys,2,74.08,2025-02-04,james.101@example.com
ORD1636,ST-002,Camera,Toys,8,,2025-07-02,kabir.688@example.com
ORD1637,ST-002,Blender,Grocery,5,155.64,2025-04-10,liam.498@example.com
ORD1638,ST-004,Backpack,Toys,5,173.98,2025-03-20,karan.581@example.com
ORD1639,st-003,Speaker,Apparel,7,,2025-06-10,rohan.805@example.com
ORD1640,ST-002,Camera,Home,5,210.35,2025-03-10,liam.899@example.com
ORD1641,ST-004,Sneaker,Home,6,,2025-09-07,sara.112@example.com
ORD1642,ST-002,Monitor,Toys,2,210.76,2025-03-13,sara.202@example.com
ORD1643,st-003,Camera,Grocery,2,223.24,2025-09-17,aarav.833@example.com
ORD1644,ST_005,Headset,Home,4,226.76,2025-10-10,james.557@example.com
ORD1645,ST_005,Sneaker,Electronics,6,99.34,2026-01-31,karan.751@example.com
ORD1646,st-003,Charger,Home,2,100.4,2025-09-15,aarav.679@example.com
ORD1647,ST-002,Jacket,Toys,3,189.79,2025-03-13,mateo.164@example.com
ORD1648,ST-002,Headset,Toys,3,184.51,2025-09-05,olivia.42@example.com
ORD1649,ST-002,Speaker,Home,4,17.59,2025-07-09,rohan.44@example.com
ORD1650,ST-002,Blender,Toys,6,98.25,2025-08-21,vivaan.41@example.com
ORD1651,ST-002,Backpack,Grocery,5,209.05,2025-05-15,karan.558@example.com
ORD1652,ST_005,Charger,Home,7,92.59,2025-12-01,ananya.530@example.com
ORD1653,st-003,Lamp,Electronics,7,89.52,2025-06-26,priya.812@example.com
ORD1654,ST-004,Headset,Grocery,3,111.09,2025-04-28,ananya.527@example.com
ORD1655,ST-002,Notebook,Electronics,3,48.35,2025-07-05,neha.735@example.com
ORD1656,ST-001,Monitor,Electronics,7,203.17,2026-01-04,diya.494@example.com
ORD1657,ST-002,Sneaker,Home,4,148.52,2025-11-28,sophia.23@example.com
ORD1658,ST-002,Widget,Electronics,3,35.41,2025-09-20,vivaan.913@example.com
